"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa025298","Zm00001eb051410",0.049360532707136,-0.34714037718134,0.533325604189946,"NS","NS","NS"
"Td00001aa025313","Zm00001eb051600",0.30045667163565,-0.24031707857065,0.601134595305628,"NS","NS","NS"
"Td00001aa025335","Zm00001eb051800",-0.186066651654714,0.464495093132375,0.252202574657013,"NS","NS","NS"
"Td00001aa025357","Zm00001eb049960",-0.387181616828083,0.635149685490644,0.656808461445125,"NS","NS","NS"
"Td00001aa025382","Zm00001eb049630",0.836137708108911,-0.957303267494861,NA,"NS","NS","NS"
"Td00001aa025395","Zm00001eb049290",0.119113464582875,0.36672742642536,0.490586192474829,"NS","NS","NS"
"Td00001aa025408","Zm00001eb049120",0.235880224198665,0.474854367384899,0.21558083647032,"NS","NS","NS"
"Td00001aa025485","Zm00001eb043430",-0.450008483800474,0.37288065793899,0.210406263588221,"NS","NS","NS"
"Td00001aa025490","Zm00001eb043470",0.295735909905913,-0.636893801931577,0.099074941831804,"NS","NS","NS"
"Td00001aa025513","Zm00001eb043730",-0.363525966992758,0.333800710219014,0.306002703271297,"NS","NS","NS"
"Td00001aa025521","Zm00001eb043800",-0.087756158275299,0.064642980694801,0.903410030132179,"NS","NS","NS"
"Td00001aa025537","Zm00001eb043920",0.370671183247056,0.0356169010872552,0.946218463427112,"NS","NS","NS"
"Td00001aa025542","Zm00001eb043970",0.154058993920387,-0.107972811551857,0.912418128628415,"NS","NS","NS"
"Td00001aa025562","Zm00001eb044190",0.328412134262723,0.341990229051907,0.81121965372707,"NS","NS","NS"
"Td00001aa025563","Zm00001eb044200",-0.321542820471403,-0.0193210150361812,0.983992863142562,"NS","NS","NS"
"Td00001aa025575","Zm00001eb044380",0.163612235139772,-1.01511727026601,0.0244245917919051,"NS","Down","NS"
"Td00001aa025602","Zm00001eb044760",-0.038078576516394,0.491137027700403,0.069865256087707,"NS","NS","NS"
"Td00001aa025603","Zm00001eb044780",0.428899171661439,0.038011145857501,0.931694679903843,"NS","NS","NS"
"Td00001aa025609","Zm00001eb044840",-0.414295655563735,0.612745941391293,0.038229635113168,"NS","NS","NS"
"Td00001aa025610","Zm00001eb044860",0.325896148922096,-0.623840747797752,0.338216190851662,"NS","NS","NS"
"Td00001aa025615","Zm00001eb044910",0.405908324874457,0.024292133944634,0.960009326121324,"NS","NS","NS"
"Td00001aa025630","Zm00001eb045200",-0.19922530858242,0.265315403641397,0.71758885598038,"NS","NS","NS"
"Td00001aa025654","Zm00001eb045450",0.187798131820116,-0.0748787406451613,0.906552836586161,"NS","NS","NS"
"Td00001aa025663","Zm00001eb045530",0.091062412882488,-0.517331050774466,0.151578784434616,"NS","NS","NS"
"Td00001aa025687","Zm00001eb045790",-0.230043826533576,0.348952945363805,0.371543172181219,"NS","NS","NS"
"Td00001aa025700","Zm00001eb045890",0.0727882755116843,0.0801408925929864,0.832929951331327,"NS","NS","NS"
"Td00001aa025719","Zm00001eb046120",0.164756369985307,-0.0813909959444035,0.870364072238279,"NS","NS","NS"
"Td00001aa025737","Zm00001eb046340",0.298929870632952,-0.0341180788803088,0.944409135461395,"NS","NS","NS"
"Td00001aa025741","Zm00001eb046370",0.00117379097847749,0.198676018844071,0.672591028782421,"NS","NS","NS"
"Td00001aa025749","Zm00001eb046430",0.0674128568591725,0.245107869844767,0.666748263515739,"NS","NS","NS"
"Td00001aa025755","Zm00001eb046510",-0.350592691523338,0.651244411028348,0.232663279513545,"NS","NS","NS"
"Td00001aa025764","Zm00001eb046580",0.226264727738951,-0.260096569806748,0.551375800294937,"NS","NS","NS"
"Td00001aa025774","Zm00001eb046670",-0.06978168195432,0.13884320753361,0.947572372876693,"NS","NS","NS"
"Td00001aa025783","Zm00001eb046840",-0.785546003827769,-0.0321684608384925,0.942031669386251,"NS","NS","NS"
"Td00001aa025818","Zm00001eb047170",0.277602311813063,-0.326644632092787,0.288759659618928,"NS","NS","NS"
"Td00001aa025845","Zm00001eb047560",-0.287947037782117,-0.282434149859608,0.649800431650456,"NS","NS","NS"
"Td00001aa025901","Zm00001eb047980",-0.119080074795087,0.0878262153452417,0.902802495598577,"NS","NS","NS"
"Td00001aa025911","Zm00001eb048000",-0.176993669736853,0.547604919892373,0.136648896233237,"NS","NS","NS"
"Td00001aa025961","Zm00001eb048510",-0.463363869545537,-0.405760651067828,0.681266106741411,"NS","NS","NS"
"Td00001aa026000","Zm00001eb028030",1.33621099154692,0.192876160498113,0.562168733147988,"Up","NS","NS"
"Td00001aa026021","Zm00001eb027880",0.0655264296175256,0.346641164246215,0.494022807128602,"NS","NS","NS"
"Td00001aa026028","Zm00001eb027830",-0.877814145500337,-1.72272205636506,0.000131595000931375,"NS","Down","NS"
"Td00001aa026044","Zm00001eb027590",-0.641747745638616,0.425180410489088,0.268886704597349,"NS","NS","NS"
"Td00001aa026056","Zm00001eb225760",-0.1269474534743,0.42206423854662,0.552012667132309,"NS","NS","NS"
"Td00001aa026059","Zm00001eb225790",-0.314618533667992,0.326567702735036,0.251386804171479,"NS","NS","NS"
"Td00001aa026116","Zm00001eb226380",-0.74480770901644,0.754208853921073,0.0173695982455352,"NS","NS","NS"
"Td00001aa026124","Zm00001eb226490",0.793664348836389,0.487759446691439,0.542867369524111,"NS","NS","NS"
"Td00001aa026163","Zm00001eb226920",0.224773421473587,0.0992788481316165,0.857835122605894,"NS","NS","NS"
"Td00001aa026164","Zm00001eb226930",0.205351655478331,-0.0391771020872647,0.969219966318048,"NS","NS","NS"
"Td00001aa026165","Zm00001eb226990",0.0877444021397495,-0.0592150296294792,0.889616442950161,"NS","NS","NS"
"Td00001aa026214","Zm00001eb227310",0.233279537200639,-0.0581052088703495,0.897491445179886,"NS","NS","NS"
"Td00001aa026237","Zm00001eb227460",-0.107577507532178,-0.174186146211478,0.717103966659167,"NS","NS","NS"
"Td00001aa026240","Zm00001eb227480",0.238764581780928,0.194182235617784,0.810954454320655,"NS","NS","NS"
"Td00001aa026300","Zm00001eb227940",-0.143467585060149,0.666922909364978,0.0307608501620817,"NS","NS","NS"
"Td00001aa026303","Zm00001eb227980",0.0280583260402311,0.213003606719149,0.644288160435974,"NS","NS","NS"
"Td00001aa026315","Zm00001eb228060",-0.447117502862855,0.435964325836189,0.225802177955591,"NS","NS","NS"
"Td00001aa026321","Zm00001eb228120",-0.103958864614649,-1.15672346005568,0.000268241647715645,"NS","Down","NS"
"Td00001aa026362","Zm00001eb228530",-0.0991949490603755,0.449801598527404,0.297095529707581,"NS","NS","NS"
"Td00001aa026367","Zm00001eb228570",-0.366536755834526,0.751273137477797,0.00823460378926606,"NS","NS","NS"
"Td00001aa026374","Zm00001eb228620",-1.19551503587271,1.10830852027921,0.0167513752406786,"Down","Up","NS"
"Td00001aa026379","Zm00001eb228660",-0.280033788118256,0.412421455475557,0.173696765733557,"NS","NS","NS"
"Td00001aa026391","Zm00001eb228780",-0.588304940840187,1.10076996244818,0.00053959495272236,"NS","Up","NS"
"Td00001aa026392","Zm00001eb228800",0.309619039715246,-0.935409454844889,0.00904652918913182,"NS","NS","NS"
"Td00001aa026395","Zm00001eb228910",-0.764014057972664,0.517474553526929,0.343280458751231,"NS","NS","NS"
"Td00001aa026407","Zm00001eb228990",-0.109976905197946,-0.0474948984327237,0.910099399296966,"NS","NS","NS"
"Td00001aa026412","Zm00001eb229020",-0.857698477147073,0.311343131034439,0.480227526070747,"NS","NS","NS"
"Td00001aa026443","Zm00001eb225360",1.150064975421,0.129917699345901,0.71485310237943,"Up","NS","NS"
"Td00001aa026454","Zm00001eb225230",-0.945246598637834,1.10702650645597,0.0290395836789741,"NS","Up","NS"
"Td00001aa026479","Zm00001eb225010",-0.20390345189974,0.259923760637181,0.419434211488681,"NS","NS","NS"
"Td00001aa026554","Zm00001eb224610",-1.05141042243474,0.170299444741336,0.745091235024691,"Down","NS","NS"
"Td00001aa026579","Zm00001eb224430",-0.83524392544022,0.887645342017368,0.19650420577672,"NS","NS","NS"
"Td00001aa026590","Zm00001eb224230",3.13019881715798,0.206318360899474,0.786107399238006,"Up","NS","NS"
"Td00001aa026612","Zm00001eb224050",0.143435902278428,0.196865803306431,0.635325932271172,"NS","NS","NS"
"Td00001aa026621","Zm00001eb223980",0.199452459302709,0.275959322670759,0.647018696736222,"NS","NS","NS"
"Td00001aa026639","Zm00001eb223680",0.320292557907044,0.311123877564238,0.498494076262362,"NS","NS","NS"
"Td00001aa026669","Zm00001eb223330",-0.678071997742356,0.0343111394595397,0.973780432042323,"NS","NS","NS"
"Td00001aa026683","Zm00001eb223200",-0.0251827544683765,0.35696821139751,0.497432945907313,"NS","NS","NS"
"Td00001aa026709","Zm00001eb223050",-0.225987142500659,0.334045952930121,0.448571190767709,"NS","NS","NS"
"Td00001aa026728","Zm00001eb222860",-0.612390070946948,0.630972202866605,0.150857749673986,"NS","NS","NS"
"Td00001aa026761","Zm00001eb222550",-0.228594627884147,-0.117717218887463,0.811170237249374,"NS","NS","NS"
"Td00001aa026764","Zm00001eb222510",-0.14061178910068,-0.661055378481385,0.395867669348814,"NS","NS","NS"
"Td00001aa026772","Zm00001eb222420",0.251368463227371,-0.224255662691892,0.590189919517534,"NS","NS","NS"
"Td00001aa026788","Zm00001eb222320",-0.668210903290188,0.202742127105687,0.596724106499053,"NS","NS","NS"
"Td00001aa026789","Zm00001eb222300",0.216104961514482,-0.57172608567058,0.29386975758672,"NS","NS","NS"
"Td00001aa026828","Zm00001eb222000",0.00363775160993501,0.123260507873707,0.805457963377152,"NS","NS","NS"
"Td00001aa026835","Zm00001eb221890",-0.596269914797813,-0.129342736914671,0.78443095256567,"NS","NS","NS"
"Td00001aa026838","Zm00001eb221860",-0.02779593203867,-0.149790767729087,0.690724949053549,"NS","NS","NS"
"Td00001aa026874","Zm00001eb221490",-0.878397056126668,1.60941704456254,0.078367747760765,"NS","NS","NS"
"Td00001aa026923","Zm00001eb220910",-0.0922831230448548,-0.344890350972838,0.619144629427071,"NS","NS","NS"
"Td00001aa026934","Zm00001eb220880",0.125642826974996,-0.35163719793118,0.505873712061611,"NS","NS","NS"
"Td00001aa026949","Zm00001eb220780",-0.243542714463196,0.260248793583018,0.817483494373147,"NS","NS","NS"
"Td00001aa026977","Zm00001eb220420",-0.152889372497442,-0.542617002599656,0.346991028713542,"NS","NS","NS"
"Td00001aa026979","Zm00001eb220390",0.523290376240307,-0.64468859029775,0.0778702299495227,"NS","NS","NS"
"Td00001aa026996","Zm00001eb220140",0.188181919144762,-0.895524513200544,0.00585661320754053,"NS","NS","NS"
"Td00001aa026999","Zm00001eb220110",-0.260704333214193,0.0478836347624067,0.942880387357374,"NS","NS","NS"
"Td00001aa027000","Zm00001eb220090",-0.179337076178057,-0.143908229912539,0.73378208498742,"NS","NS","NS"
"Td00001aa027028","Zm00001eb219770",1.6312108454344,0.0523945006281759,0.969301147200238,"Up","NS","NS"
"Td00001aa027056","Zm00001eb219500",0.234708030483386,-0.0579523050976103,0.912482273450055,"NS","NS","NS"
"Td00001aa027076","Zm00001eb219270",-0.495128158653692,-0.0686795958628586,0.923861070450814,"NS","NS","NS"
"Td00001aa027091","Zm00001eb219170",0.858959868670235,0.481586798200983,0.151887542371928,"NS","NS","NS"
"Td00001aa027148","Zm00001eb218630",-0.191120652780435,0.553390522598737,0.200330626232721,"NS","NS","NS"
"Td00001aa027156","Zm00001eb218510",-0.0741148326678752,-0.73922641243607,0.308453128249072,"NS","NS","NS"
"Td00001aa027184","Zm00001eb218320",0.242401705351343,-1.03666391249301,5.91309528517885e-06,"NS","Down","NS"
"Td00001aa027215","Zm00001eb217960",-0.236770262857815,-0.309106056056949,0.421515373249133,"NS","NS","NS"
"Td00001aa027233","Zm00001eb032760",-0.490319442374906,0.0289361071915886,0.958911158593576,"NS","NS","NS"
"Td00001aa027253","Zm00001eb217560",0.373142574820899,2.19701731606888,4.87684470150428e-05,"NS","Up","NS"
"Td00001aa027294","Zm00001eb217160",-0.184354924931354,0.184391024984623,0.631319950160802,"NS","NS","NS"
"Td00001aa027311","Zm00001eb217010",0.20128101264228,-1.27079512471736,0.0105893755270758,"NS","Down","NS"
"Td00001aa027315","Zm00001eb216990",-0.226601725663089,-0.0771452850459402,0.866823275941284,"NS","NS","NS"
"Td00001aa027352","Zm00001eb216550",-0.400299941009436,-0.344937261583821,0.302271754211463,"NS","NS","NS"
"Td00001aa027362","Zm00001eb216420",-0.133026863122626,-0.160195734764978,0.702564904435359,"NS","NS","NS"
"Td00001aa027373","Zm00001eb054980",0.430995393574789,0.00886554946918659,0.985437922668923,"NS","NS","NS"
"Td00001aa027377","Zm00001eb216210",-0.311977066762292,0.303945053468353,0.447625017780709,"NS","NS","NS"
"Td00001aa027392","Zm00001eb055330",-0.489545178012928,-0.174299156633571,0.766258762209653,"NS","NS","NS"
"Td00001aa027396","Zm00001eb216020",0.911901935975526,0.0800182241708276,0.946425729502745,"NS","NS","NS"
"Td00001aa027410","Zm00001eb215890",-0.0950023294286825,2.41896827607154,0.007228196258796,"NS","Up","NS"
"Td00001aa027429","Zm00001eb215710",-2.36889087253532,0.709670893073625,0.0532398262336642,"Down","NS","NS"
"Td00001aa027470","Zm00001eb215420",-0.423427589212364,-0.177439535274679,0.792296277690472,"NS","NS","NS"
"Td00001aa027502","Zm00001eb215080",0.750007695660696,2.4553838856489,8.03761907477535e-19,"NS","Up","NS"
"Td00001aa027591","Zm00001eb214360",-0.294060276775852,0.117739913701011,0.821691580927159,"NS","NS","NS"
"Td00001aa027593","Zm00001eb214330",-1.36194405996805,1.0432382606555,7.05716927805511e-05,"Down","Up","NS"
"Td00001aa027613","Zm00001eb214210",-0.346798426899143,-0.648854461367001,0.244689161328716,"NS","NS","NS"
"Td00001aa027623","Zm00001eb214000",-0.90498593081651,0.222313065320852,0.831352147971287,"NS","NS","NS"
"Td00001aa027648","Zm00001eb213760",-1.32312888289688,0.518003334061039,0.0617920104119695,"Down","NS","NS"
"Td00001aa027657","Zm00001eb213680",0.447347204006518,0.591785611644181,0.56432302196526,"NS","NS","NS"
"Td00001aa027665","Zm00001eb213610",-1.26334377101196,0.397474512594916,0.302575839378262,"Down","NS","NS"
"Td00001aa027675","Zm00001eb059770",-0.0831502593871415,0.215655313334648,0.533092891911929,"NS","NS","NS"
"Td00001aa027692","Zm00001eb213310",0.22057859403699,-1.85734863974795,0.588302275818345,"NS","NS","NS"
"Td00001aa027714","Zm00001eb060550",0.155845042454747,-0.24756853523432,0.599743259052046,"NS","NS","NS"
"Td00001aa027797","Zm00001eb212200",0.0873007751634256,-0.0847674794521107,0.818218370967397,"NS","NS","NS"
"Td00001aa027802","Zm00001eb212160",-0.187671558016913,1.55707890885099,0.00460069345319988,"NS","Up","NS"
"Td00001aa027827","Zm00001eb211990",0.0270603108056817,-0.27433275161397,0.531613145007651,"NS","NS","NS"
"Td00001aa027832","Zm00001eb211960",-0.336539606771412,-0.0469838372773152,0.919729519342692,"NS","NS","NS"
"Td00001aa027858","Zm00001eb211610",0.0111208508821568,-0.736507712118143,0.0485561319892659,"NS","NS","NS"
"Td00001aa027890","Zm00001eb211320",0.362579151829626,-0.063181248609261,0.89774446745438,"NS","NS","NS"
"Td00001aa027909","Zm00001eb211070",0.0277670396130459,-0.34757192962064,0.562062980945254,"NS","NS","NS"
"Td00001aa027914","Zm00001eb211010",0.326589242362608,0.0812144043607823,0.8692104498331,"NS","NS","NS"
"Td00001aa027933","Zm00001eb210850",0.018986408087682,0.531152492513085,0.0742471720842764,"NS","NS","NS"
"Td00001aa027951","Zm00001eb210720",-0.0298805686158064,0.0979340194254578,0.813442124149803,"NS","NS","NS"
"Td00001aa027982","Zm00001eb210450",-0.229311804125566,-0.268104625927439,0.706632797431356,"NS","NS","NS"
"Td00001aa028028","Zm00001eb076610",0.107203781981023,-0.386934341980958,0.363118584542089,"NS","NS","NS"
"Td00001aa028035","Zm00001eb076540",-0.340555652677786,-0.281264721995868,0.536651900995648,"NS","NS","NS"
"Td00001aa028038","Zm00001eb076490",0.146664349745793,0.150652469674619,0.742834136271724,"NS","NS","NS"
"Td00001aa028045","Zm00001eb076340",0.112356580295766,-0.0244518692962662,0.959174995173832,"NS","NS","NS"
"Td00001aa028052","Zm00001eb076190",-0.583037834846477,0.499592313030733,0.433294580077199,"NS","NS","NS"
"Td00001aa028067","Zm00001eb076030",-0.330040618961984,0.224035601058953,0.701948970517042,"NS","NS","NS"
"Td00001aa028076","Zm00001eb065570",-0.612251166413522,0.560765370545108,0.115343280305169,"NS","NS","NS"
"Td00001aa028092","Zm00001eb065770",-0.0805576257383737,-0.0595225328556027,0.895794699069484,"NS","NS","NS"
"Td00001aa028093","Zm00001eb065780",-0.227891066939453,-0.0206700887870426,0.979052706025794,"NS","NS","NS"
"Td00001aa028094","Zm00001eb065790",0.0664841870958793,0.29409383789201,0.704991390670534,"NS","NS","NS"
"Td00001aa028117","Zm00001eb066020",-0.196111975479925,0.291683313190273,0.720376280081706,"NS","NS","NS"
"Td00001aa028122","Zm00001eb066060",-0.617114198480354,0.760054767535856,0.740052335739887,"NS","NS","NS"
"Td00001aa028132","Zm00001eb066190",0.26500613231832,0.353989756724016,0.496838833811051,"NS","NS","NS"
"Td00001aa028156","Zm00001eb066470",0.54729215508373,-0.174225109107509,0.75622271311969,"NS","NS","NS"
"Td00001aa028157","Zm00001eb066480",0.380457370802334,-2.43793511869737,1.57463563848299e-14,"NS","Down","NS"
"Td00001aa028176","Zm00001eb066660",0.661937943880972,-0.0222754292067495,0.978495333923327,"NS","NS","NS"
"Td00001aa028184","Zm00001eb066780",-0.523779365348215,0.117579626554099,0.828283290919513,"NS","NS","NS"
"Td00001aa028191","Zm00001eb066840",-0.220335806614156,-0.238369145732865,0.484418116180034,"NS","NS","NS"
"Td00001aa028216","Zm00001eb067160",0.24524139773071,-0.0687606111188204,0.889085296651635,"NS","NS","NS"
"Td00001aa028219","Zm00001eb067180",0.242927921652438,0.263249038308344,0.628957940973549,"NS","NS","NS"
"Td00001aa028223","Zm00001eb067210",-0.634699295391594,-0.650243436088099,0.0322231381776465,"NS","NS","NS"
"Td00001aa028245","Zm00001eb067440",-0.155335808445489,-0.0110177042215916,0.982666596829995,"NS","NS","NS"
"Td00001aa028256","Zm00001eb067550",-0.487492575528413,0.0347086796563639,0.946958655380529,"NS","NS","NS"
"Td00001aa028274","Zm00001eb067700",-0.218108140099319,0.0403159515253028,0.947309227017304,"NS","NS","NS"
"Td00001aa028276","Zm00001eb067710",0.366316503460202,-0.286207859331276,0.578989903315345,"NS","NS","NS"
"Td00001aa028280","Zm00001eb067730",-0.822288717748322,-0.189845506654645,0.623163267720713,"NS","NS","NS"
"Td00001aa028282","Zm00001eb067750",-0.0972376204789095,0.831101836246981,0.000563312746319081,"NS","NS","NS"
"Td00001aa028299","Zm00001eb068040",-0.78256406954724,0.430226886035605,0.283813689891618,"NS","NS","NS"
"Td00001aa028305","Zm00001eb068110",-0.49661222085765,0.0582983751248258,0.911799111610047,"NS","NS","NS"
"Td00001aa028313","Zm00001eb068270",0.628318303019486,-0.30961163472506,0.616634559190766,"NS","NS","NS"
"Td00001aa028339","Zm00001eb068580",0.0173319527072298,0.415883905638308,0.227242013631002,"NS","NS","NS"
"Td00001aa028388","Zm00001eb069070",0.0758329122663901,0.160473183213088,0.782100801392831,"NS","NS","NS"
"Td00001aa028400","Zm00001eb069130",0.035291281979423,0.296981749341314,0.285244604178577,"NS","NS","NS"
"Td00001aa028473","Zm00001eb070250",0.117517702402017,0.0202287632652888,0.962645463758966,"NS","NS","NS"
"Td00001aa028476","Zm00001eb070280",-0.407403627506606,-0.884553909153179,0.0175012118229359,"NS","NS","NS"
"Td00001aa028486","Zm00001eb070400",0.264846985622831,0.612895194377563,0.00590117692751268,"NS","NS","NS"
"Td00001aa028527","Zm00001eb070860",0.20315552672778,0.376674040182317,0.366873473313826,"NS","NS","NS"
