Ag_protein,Mg_protein_id,n_peptides,sum_bitscore,median_pident
Ag00001aa079060_T001,Misin06G048100.1.v7.1,2,73.5,100
Ag00001aa079074_T001,Misin05G065700.1.v7.1,1,42.4,100
Ag00001aa079146_T002,Misin05G053600.1.v7.1,1,33.1,100
Ag00001aa079146_T004,Misin05G053600.1.v7.1,1,33.1,100
Ag00001aa079185_T001,Misin18G184000.1.v7.1,5,199.5,84.6
Ag00001aa079196_T001,Misin05G057200.1.v7.1,3,114.7,100
Ag00001aa079216_T001,Misin05G059300.1.v7.1,9,408.4,100
Ag00001aa079224_T002,Misin14G118800.1.v7.1,2,87,100
Ag00001aa079247_T001,Misin05G284500.1.v7.1,2,88.2,100
Ag00001aa079275_T001,Misin05G044600.1.v7.1,1,45.4,95.2
Ag00001aa079284_T001,Misin05G041900.1.v7.1,3,148.7,96.3
Ag00001aa079296_T001,Misin05G040100.1.v7.1,1,33.1,100
Ag00001aa079297_T001,Misin05G040200.1.v7.1,2,89.4,100
Ag00001aa079300_T001,Misin05G040700.1.v7.1,4,182.6,100
Ag00001aa079302_T001,Misin05G039800.1.v7.1,3,162.5,100
Ag00001aa079335_T002,Misin06G017200.1.v7.1,1,57,96.3
Ag00001aa079439_T001,Misin05G014300.1.v7.1,1,52.8,100
Ag00001aa079465_T001,Misin05G012900.1.v7.1,2,88.19999999999999,100
Ag00001aa079468_T001,Misin06G001400.1.v7.1,2,89,100
Ag00001aa079490_T002,Misin05G010600.1.v7.1,1,33.9,100
Ag00001aa079495_T001,Misin05G010100.1.v7.1,1,35.4,100
Ag00001aa079522_T001,Misin05G002000.1.v7.1,2,69.69999999999999,97.05
Ag00001aa079579_T001,MisinT047100.1.v7.1,1,37.4,100
Ag00001aa079581_T001,MisinT046900.1.v7.1,1,41.2,95.2
Ag00001aa079692_T001,Misin18G018700.1.v7.1,17,785.3000000000001,100
Ag00001aa079824_T002,Misin19G019000.1.v7.1,1,34.3,100
Ag00001aa079831_T001,Misin15G032200.1.v7.1,1,33.9,93.3
Ag00001aa079894_T001,Misin18G025500.1.v7.1,2,70.9,100
Ag00001aa079962_T002,Misin17G133400.1.v7.1,1,60.1,73.7
Ag00001aa080114_T001,Misin19G040900.1.v7.1,1,41.2,100
Ag00001aa080228_T001,Misin19G056400.1.v7.1,5,283.7,100
Ag00001aa080313_T001,Misin11G131800.1.v7.1,1,33.1,100
Ag00001aa080314_T001,Misin19G063800.1.v7.1,2,97.8,100
Ag00001aa080388_T001,Misin19G065700.1.v7.1,1,40,100
Ag00001aa080420_T001,Misin19G068600.1.v7.1,1,43.1,100
Ag00001aa080459_T002,Misin19G077500.1.v7.1,2,82,100
Ag00001aa080470_T002,Misin19G078200.1.v7.1,3,129.7,95.2
Ag00001aa080471_T001,Misin19G078400.1.v7.1,1,33.9,100
Ag00001aa080504_T001,Misin18G083800.1.v7.1,4,173.2,100
Ag00001aa080561_T001,Misin11G101300.1.v7.1,2,89.4,100
Ag00001aa080571_T001,Misin18G089500.1.v7.1,1,55.5,96
Ag00001aa080592_T001,Misin19G091500.1.v7.1,1,47.8,100
Ag00001aa080596_T003,Misin19G091900.1.v7.1,1,41.2,100
Ag00001aa080696_T001,Misin18G099000.1.v7.1,1,46.2,100
Ag00001aa080744_T001,Misin07G483000.1.v7.1,1,38.1,100
Ag00001aa080938_T001,Misin19G123400.1.v7.1,1,41.2,100
Ag00001aa080969_T001,Misin19G126200.1.v7.1,3,122.1,93.8
Ag00001aa081119_T001,Misin18G152900.1.v7.1,6,255.40000000000003,100
Ag00001aa081202_T001,Misin14G150800.1.v7.1,1,42.7,85
Ag00001aa081306_T001,Misin14G169700.1.v7.1,9,421.3,100
Ag00001aa081313_T003,Misin14G168800.1.v7.1,13,615.5,100
Ag00001aa081335_T001,Misin15G181000.1.v7.1,1,48.1,100
Ag00001aa081371_T001,Misin02G132300.1.v7.1,1,38.9,100
Ag00001aa081532_T001,Misin11G093500.1.v7.1,2,67,100
Ag00001aa081539_T003,Misin14G158200.1.v7.1,4,169.1,100
Ag00001aa081615_T001,Misin15G164600.1.v7.1,1,33.1,100
Ag00001aa081753_T002,Misin14G137000.1.v7.1,1,33.1,100
Ag00001aa081755_T002,Misin14G136900.1.v7.1,3,120.9,100
Ag00001aa081844_T001,Misin15G151700.1.v7.1,2,124,96.6
Ag00001aa081896_T003,Misin18G141200.1.v7.1,2,81.69999999999999,100
Ag00001aa081980_T001,Misin15G143200.1.v7.1,1,43.5,89.5
Ag00001aa081981_T001,Misin14G124600.1.v7.1,9,388.59999999999997,100
Ag00001aa081984_T001,Misin14G124100.1.v7.1,1,52,100
Ag00001aa081985_T001,Misin14G124000.1.v7.1,1,40.4,100
Ag00001aa082008_T001,Misin15G142700.1.v7.1,4,160.6,96.9
Ag00001aa082041_T001,Misin15G137300.1.v7.1,2,75.1,100
Ag00001aa082051_T001,Misin14G126400.1.v7.1,1,38.9,94.1
Ag00001aa082142_T004,Misin15G140100.1.v7.1,1,37,100
Ag00001aa082198_T001,Misin14G107500.1.v7.1,2,78.6,100
Ag00001aa082219_T001,Misin15G123000.1.v7.1,1,35.4,92.9
Ag00001aa082220_T004,Misin14G103700.1.v7.1,3,123.7,100
Ag00001aa082247_T001,Misin14G101000.1.v7.1,9,418.9,100
Ag00001aa082311_T001,Misin14G096700.1.v7.1,1,43.5,100
Ag00001aa082320_T003,Misin14G097300.1.v7.1,1,36.6,100
Ag00001aa082379_T001,Misin11G041400.1.v7.1,2,71.30000000000001,100
Ag00001aa082503_T001,Misin14G083500.1.v7.1,1,36.6,100
Ag00001aa082523_T001,Misin13G083400.1.v7.1,8,341.6,100
Ag00001aa082559_T001,Misin07G327300.1.v7.1,1,49.7,95.7
Ag00001aa082574_T001,Misin13G093200.1.v7.1,2,96.2,100
Ag00001aa082621_T001,Misin07G321600.1.v7.1,1,48.9,100
Ag00001aa082678_T001,MisinT574400.1.v7.1,5,225.8,100
Ag00001aa082925_T001,MisinT486000.1.v7.1,3,132.8,100
Ag00001aa083002_T003,Misin07G286700.1.v7.1,9,420.49999999999994,100
Ag00001aa083008_T002,Misin07G286700.1.v7.1,8,358.79999999999995,100
Ag00001aa083010_T003,Misin07G286700.1.v7.1,6,271.8,100
Ag00001aa083065_T001,Misin13G136800.1.v7.1,1,39.3,93.8
Ag00001aa083161_T002,Misin13G144800.1.v7.1,9,483.5,100
Ag00001aa083170_T001,Misin13G145200.1.v7.1,2,87,100
Ag00001aa083173_T002,Misin07G271900.1.v7.1,2,106.7,97.2
Ag00001aa083183_T001,Misin07G273200.1.v7.1,3,104.8,100
Ag00001aa083245_T002,Misin13G150200.1.v7.1,2,71.69999999999999,100
Ag00001aa083246_T003,Misin07G268600.1.v7.1,2,113.60000000000001,100
Ag00001aa083258_T001,Misin07G267200.1.v7.1,2,71.6,100
Ag00001aa083329_T001,Misin13G158500.1.v7.1,1,35.8,100
Ag00001aa083331_T001,Misin13G158100.1.v7.1,3,117.4,100
Ag00001aa083337_T001,Misin13G157500.1.v7.1,1,33.9,100
Ag00001aa083412_T001,Misin07G245100.1.v7.1,2,74,97.05
Ag00001aa083443_T001,Misin13G161200.1.v7.1,4,156.70000000000002,100
Ag00001aa083455_T002,Misin07G263600.1.v7.1,5,236,100
Ag00001aa083456_T001,Misin07G263500.1.v7.1,3,161.7,100
Ag00001aa083484_T001,Misin13G167500.1.v7.1,3,169.8,100
Ag00001aa083500_T002,Misin07G247200.1.v7.1,1,39.3,95
Ag00001aa083660_T002,Misin17G045100.1.v7.1,2,78.6,100
Ag00001aa083673_T001,Misin07G232100.1.v7.1,2,99.69999999999999,98.1
Ag00001aa083698_T002,Misin07G230900.1.v7.1,1,48.1,100
Ag00001aa083726_T001,Misin07G228300.1.v7.1,1,39.7,100
Ag00001aa083729_T005,Misin13G187400.1.v7.1,1,40.4,89.5
Ag00001aa083794_T001,Misin05G256900.1.v7.1,1,45.1,100
Ag00001aa083890_T001,Misin13G196900.1.v7.1,5,216.70000000000002,100
Ag00001aa083910_T002,Misin07G200900.1.v7.1,5,203.60000000000002,100
Ag00001aa083925_T001,Misin01G172700.1.v7.1,1,42.7,94.1
Ag00001aa083939_T002,Misin09G174400.1.v7.1,2,72.8,100
Ag00001aa083985_T001,Misin10G203000.1.v7.1,1,38.5,100
Ag00001aa084059_T001,MisinT070500.1.v7.1,1,36.2,84.6
Ag00001aa084079_T003,MisinT177000.1.v7.1,2,63.2,100
Ag00001aa084153_T002,MisinT088800.1.v7.1,4,168.60000000000002,100
Ag00001aa084257_T003,Misin10G174700.1.v7.1,1,39.3,100
Ag00001aa084371_T001,Misin19G179500.1.v7.1,1,57.4,100
Ag00001aa084387_T001,Misin09G184800.1.v7.1,3,129.7,95.5
Ag00001aa084390_T002,Misin10G188700.1.v7.1,1,40,100
Ag00001aa084486_T001,MisinT011700.1.v7.1,4,151.3,100
Ag00001aa084542_T001,MisinT495900.1.v7.1,1,33.1,100
Ag00001aa084587_T001,Misin10G140700.1.v7.1,1,36.6,100
Ag00001aa084602_T003,Misin15G112000.1.v7.1,2,73.6,93.65
Ag00001aa084722_T001,Misin10G128000.1.v7.1,5,186,100
Ag00001aa084807_T002,Misin10G113000.1.v7.1,7,280,100
Ag00001aa084904_T001,Misin09G122200.1.v7.1,1,45.4,95.5
Ag00001aa084905_T001,Misin02G235300.1.v7.1,3,110.1,100
Ag00001aa084908_T001,Misin10G093300.1.v7.1,3,178.6,100
Ag00001aa084998_T001,Misin18G140300.1.v7.1,2,103.6,100
Ag00001aa085044_T001,Misin19G137600.1.v7.1,1,58.2,100
Ag00001aa085051_T001,Misin18G130100.1.v7.1,2,89.3,96.45
Ag00001aa085062_T001,Misin18G128700.1.v7.1,1,37.4,94.4
Ag00001aa085080_T002,Misin18G127100.1.v7.1,1,52.4,100
Ag00001aa085164_T001,Misin19G125700.1.v7.1,1,33.5,100
Ag00001aa085222_T002,Misin18G121000.1.v7.1,11,577.4,100
Ag00001aa085243_T001,Misin19G116500.1.v7.1,1,44.7,100
Ag00001aa085261_T002,MisinT205600.1.v7.1,2,71.30000000000001,100
Ag00001aa085317_T003,Misin18G110100.1.v7.1,1,56.6,100
Ag00001aa085318_T001,Misin16G107000.1.v7.1,6,249.89999999999998,100
Ag00001aa085333_T001,Misin18G077900.1.v7.1,1,42.4,100
Ag00001aa085338_T001,Misin18G078100.1.v7.1,3,107.4,100
Ag00001aa085422_T002,Misin19G065700.1.v7.1,1,40,100
Ag00001aa085469_T003,Misin19G076600.1.v7.1,5,261.7,96.3
Ag00001aa085589_T001,Misin19G127000.1.v7.1,1,33.5,82.4
Ag00001aa085673_T001,Misin15G032200.1.v7.1,1,33.9,93.3
Ag00001aa085718_T001,Misin19G022700.1.v7.1,7,325.4,100
Ag00001aa085719_T001,Misin19G022800.1.v7.1,4,165.2,100
Ag00001aa085744_T001,Misin18G027700.1.v7.1,1,41.6,100
Ag00001aa085764_T001,Misin18G030000.1.v7.1,1,53.9,100
Ag00001aa085813_T001,Misin18G034900.1.v7.1,4,198,100
Ag00001aa085866_T001,Misin19G043200.1.v7.1,1,33.5,100
Ag00001aa085903_T002,Misin07G078700.1.v7.1,5,209,100
Ag00001aa085927_T001,Misin18G048500.1.v7.1,1,34.3,100
Ag00001aa086010_T001,Misin07G531700.1.v7.1,1,38.9,100
Ag00001aa086098_T001,Misin18G102500.1.v7.1,2,87,100
Ag00001aa086158_T001,Misin18G096500.1.v7.1,3,122.4,100
Ag00001aa086167_T001,Misin18G095700.1.v7.1,1,47.4,95.5
Ag00001aa086183_T001,Misin18G093900.1.v7.1,1,35.4,100
Ag00001aa086195_T001,Misin18G093000.1.v7.1,2,98.9,100
Ag00001aa086196_T001,Misin18G092900.1.v7.1,1,54.3,96.3
Ag00001aa086216_T001,Misin18G089500.1.v7.1,1,55.5,96
Ag00001aa086274_T001,MisinT097400.1.v7.1,1,35.4,100
Ag00001aa086292_T001,Misin19G007300.1.v7.1,2,76.2,100
Ag00001aa086308_T001,Misin19G005700.1.v7.1,1,44.7,100
Ag00001aa086416_T001,Misin19G137500.1.v7.1,1,34.3,100
Ag00001aa086531_T001,Misin18G135100.1.v7.1,1,50.1,100
Ag00001aa086603_T001,Misin18G117100.1.v7.1,2,78.19999999999999,100
Ag00001aa086609_T001,Misin18G116400.1.v7.1,9,417.7,100
Ag00001aa086654_T003,Misin18G195500.1.v7.1,1,37,94.4
Ag00001aa086826_T001,Misin18G061100.1.v7.1,12,547.5,100
Ag00001aa086844_T001,Misin19G078200.1.v7.1,3,129.7,95.2
Ag00001aa086952_T001,Misin19G091500.1.v7.1,1,47.8,100
Ag00001aa087132_T001,Misin18G083100.1.v7.1,2,109.3,100
Ag00001aa087171_T001,Misin18G054300.1.v7.1,1,43.5,95.8
Ag00001aa087212_T002,Misin19G005700.1.v7.1,2,81.7,100
Ag00001aa087250_T001,Misin18G046800.1.v7.1,1,38.5,100
Ag00001aa087312_T001,Misin19G043400.1.v7.1,2,67,100
Ag00001aa087323_T002,Misin19G039300.1.v7.1,1,56.2,96.2
Ag00001aa087437_T001,Misin08G159100.1.v7.1,1,34.7,79.3
Ag00001aa087480_T001,Misin18G024800.1.v7.1,1,43.1,100
Ag00001aa087670_T002,Misin18G000500.1.v7.1,2,84.3,97.6
Ag00001aa087672_T001,Misin04G040200.1.v7.1,2,80.9,100
Ag00001aa087708_T001,Misin19G006300.1.v7.1,1,44.7,100
Ag00001aa087789_T001,MisinT405300.1.v7.1,2,100.1,100
Ag00001aa087808_T001,Misin18G002000.1.v7.1,1,42.4,100
Ag00001aa087830_T001,Misin18G023200.1.v7.1,17,705.4,100
Ag00001aa087860_T001,Misin19G127000.1.v7.1,1,39.7,72
Ag00001aa087880_T001,Misin18G006100.1.v7.1,1,35.8,100
Ag00001aa087887_T001,MisinT151800.1.v7.1,3,127.89999999999999,100
Ag00001aa087960_T001,Misin19G002300.1.v7.1,3,136.7,100
Ag00001aa087978_T001,Misin18G024800.1.v7.1,2,90.9,94.25
Ag00001aa088052_T001,Misin18G034900.1.v7.1,2,99,100
Ag00001aa088075_T001,Misin04G407100.1.v7.1,4,222.2,92.9
Ag00001aa088164_T001,Misin18G044100.1.v7.1,1,43.5,94.7
Ag00001aa088166_T001,Misin11G208200.1.v7.1,1,33.9,94.4
Ag00001aa088228_T002,Misin18G051700.1.v7.1,4,181,100
Ag00001aa088277_T001,Misin19G056400.1.v7.1,5,283.7,100
Ag00001aa088327_T001,Misin18G078800.1.v7.1,1,38.5,100
Ag00001aa088335_T002,Misin18G078100.1.v7.1,4,144.8,100
Ag00001aa088349_T001,Misin18G074900.1.v7.1,1,35.4,93.8
Ag00001aa088355_T001,Misin19G063800.1.v7.1,2,97.8,100
Ag00001aa088463_T001,Misin18G060800.1.v7.1,2,68.6,100
Ag00001aa088465_T001,Misin19G076600.1.v7.1,5,261.7,96.3
Ag00001aa088484_T002,Misin19G078200.1.v7.1,3,129.7,95.2
Ag00001aa088509_T001,Misin19G088300.1.v7.1,1,42.7,93.8
Ag00001aa088576_T001,Misin18G091000.1.v7.1,1,33.9,100
Ag00001aa088615_T001,Misin19G091300.1.v7.1,2,80.4,89.75
Ag00001aa088663_T001,Misin18G097400.1.v7.1,1,39.3,100
Ag00001aa088667_T001,Misin19G096800.1.v7.1,1,44.3,100
Ag00001aa088716_T003,Misin19G101300.1.v7.1,2,97,96.65
Ag00001aa088789_T001,Misin08G278500.1.v7.1,2,112.4,100
Ag00001aa088892_T001,Misin18G121000.1.v7.1,11,575.9,100
Ag00001aa088949_T001,Misin19G126200.1.v7.1,3,125.6,93.8
Ag00001aa089034_T002,Misin18G129100.1.v7.1,1,42.4,95.2
Ag00001aa089095_T002,Misin18G140300.1.v7.1,2,103.6,100
Ag00001aa089134_T001,Misin07G000300.1.v7.1,3,124,100
Ag00001aa089163_T001,MisinT198100.1.v7.1,1,35.4,100
Ag00001aa089238_T001,Misin07G012300.1.v7.1,16,646.4999999999999,100
Ag00001aa089258_T001,Misin03G256800.1.v7.1,2,77.8,100
Ag00001aa089291_T001,Misin07G019700.1.v7.1,1,37,89.5
Ag00001aa089343_T002,Misin07G023200.1.v7.1,11,412.5,100
Ag00001aa089354_T001,Misin08G021600.1.v7.1,1,38.9,95.2
Ag00001aa089372_T002,Misin07G026600.1.v7.1,2,78.19999999999999,100
Ag00001aa089422_T001,Misin08G031200.1.v7.1,5,171.70000000000002,87.5
Ag00001aa089436_T002,Misin08G031400.1.v7.1,1,40,100
Ag00001aa089437_T001,Misin08G031500.1.v7.1,1,38.1,100
Ag00001aa089464_T001,Misin08G034300.1.v7.1,2,82.4,100
Ag00001aa089484_T001,Misin07G038400.1.v7.1,4,154.8,100
Ag00001aa089496_T001,Misin07G039300.1.v7.1,1,40,100
Ag00001aa089566_T001,Misin08G045300.1.v7.1,2,85.5,100
Ag00001aa089583_T001,Misin08G043400.1.v7.1,1,39.3,100
Ag00001aa089624_T001,Misin07G052600.1.v7.1,2,81.3,100
Ag00001aa089644_T001,Misin07G054400.1.v7.1,2,67.8,100
Ag00001aa089648_T001,Misin07G054900.1.v7.1,7,319.09999999999997,100
Ag00001aa089668_T005,Misin07G056700.1.v7.1,11,477.3999999999999,100
Ag00001aa089693_T001,Misin08G057200.1.v7.1,1,34.7,100
Ag00001aa089726_T001,Misin07G062600.1.v7.1,1,34.7,100
Ag00001aa089744_T001,Misin07G064300.1.v7.1,3,120.1,100
Ag00001aa089747_T001,Misin07G064700.1.v7.1,5,191.7,100
Ag00001aa089777_T001,Misin07G067900.1.v7.1,6,291.2,100
Ag00001aa089788_T002,Misin07G068900.1.v7.1,2,90.8,95.5
Ag00001aa089796_T005,Misin07G069700.1.v7.1,1,38.9,100
Ag00001aa089850_T001,Misin07G015500.1.v7.1,1,34.3,100
Ag00001aa089866_T005,Misin07G076500.1.v7.1,1,46.6,100
Ag00001aa089876_T001,Misin07G077700.1.v7.1,2,83.6,100
Ag00001aa089904_T001,Misin07G081800.1.v7.1,3,120.6,94.4
Ag00001aa089938_T001,Misin07G084900.1.v7.1,2,74.8,100
Ag00001aa089943_T001,Misin07G085700.1.v7.1,8,307,100
Ag00001aa089959_T001,Misin07G090700.1.v7.1,1,34.7,100
Ag00001aa089960_T002,Misin07G090600.1.v7.1,3,118.60000000000001,100
Ag00001aa090002_T001,Misin07G094000.1.v7.1,5,243.29999999999998,100
Ag00001aa090023_T001,Misin16G034700.1.v7.1,3,113.6,100
Ag00001aa090027_T001,Misin07G097100.1.v7.1,3,103.9,92.9
Ag00001aa090028_T001,Misin07G097000.1.v7.1,1,33.5,94.1
Ag00001aa090073_T001,Misin07G105700.1.v7.1,7,301.2,100
Ag00001aa090087_T003,Misin07G104200.1.v7.1,3,141.7,100
Ag00001aa090091_T001,Misin18G162000.1.v7.1,2,86.2,100
Ag00001aa090102_T001,Misin07G102400.1.v7.1,1,37.4,82.4
Ag00001aa090110_T002,Misin05G277200.1.v7.1,4,165.7,96.45
Ag00001aa090211_T001,Misin11G123500.1.v7.1,1,35,100
Ag00001aa090246_T001,Misin07G113900.1.v7.1,2,72,100
Ag00001aa090253_T001,Misin07G114300.1.v7.1,2,81.6,90.5
Ag00001aa090263_T001,Misin07G115100.1.v7.1,1,35,93.8
Ag00001aa090288_T001,Misin07G116500.1.v7.1,4,159.4,100
Ag00001aa090314_T001,Misin07G117900.1.v7.1,1,34.3,100
Ag00001aa090361_T001,Misin08G123500.1.v7.1,3,118.19999999999999,100
Ag00001aa090432_T004,Misin18G151700.1.v7.1,1,42.7,100
Ag00001aa090466_T001,Misin19G145700.1.v7.1,1,39.3,100
Ag00001aa090486_T004,Misin18G155700.1.v7.1,4,214.2,97.35
Ag00001aa090489_T002,Misin18G156000.1.v7.1,1,56.2,92.6
Ag00001aa090528_T001,Misin19G155300.1.v7.1,4,174,91.9
Ag00001aa090543_T002,Misin18G162000.1.v7.1,2,86.2,100
Ag00001aa090548_T001,Misin19G156300.1.v7.1,1,36.2,100
Ag00001aa090582_T002,Misin19G159700.1.v7.1,1,44.3,95
Ag00001aa090609_T001,Misin18G167700.1.v7.1,3,110.9,100
Ag00001aa090627_T001,Misin19G162800.1.v7.1,1,47,100
Ag00001aa090669_T001,Misin18G170000.1.v7.1,1,35.8,100
Ag00001aa090705_T004,Misin19G171000.1.v7.1,6,264.1,100
Ag00001aa090727_T001,Misin18G180600.1.v7.1,4,171.2,100
Ag00001aa090760_T001,Misin18G183900.1.v7.1,2,76.69999999999999,100
Ag00001aa090761_T001,Misin18G184000.1.v7.1,2,77,97.05
Ag00001aa090780_T001,Misin18G190200.1.v7.1,1,45.4,100
Ag00001aa090788_T001,Misin18G188900.1.v7.1,7,279.29999999999995,100
Ag00001aa090789_T001,Misin01G039500.1.v7.1,1,34.3,100
Ag00001aa090881_T002,Misin18G194400.1.v7.1,2,83.19999999999999,100
Ag00001aa090888_T002,Misin18G194400.1.v7.1,1,38.9,100
Ag00001aa090930_T003,Misin18G199600.1.v7.1,1,41.6,100
Ag00001aa090992_T001,Misin18G206400.1.v7.1,3,132.1,100
Ag00001aa091015_T002,Misin08G250800.1.v7.1,4,155.60000000000002,100
Ag00001aa091030_T001,MisinT183600.1.v7.1,1,39.3,100
Ag00001aa091054_T003,Misin18G206900.1.v7.1,1,45.1,100
Ag00001aa091179_T001,Misin07G057800.1.v7.1,18,755.7000000000002,100
Ag00001aa091198_T001,Misin18G219100.1.v7.1,2,114.4,100
Ag00001aa091215_T002,Misin19G219600.1.v7.1,1,35.4,100
Ag00001aa091217_T001,Misin07G054300.1.v7.1,5,192.1,100
Ag00001aa091250_T002,Misin19G217200.1.v7.1,6,283.4,100
Ag00001aa091254_T001,Misin18G222500.1.v7.1,1,38.5,100
Ag00001aa091389_T002,Misin18G233500.1.v7.1,3,101.7,100
Ag00001aa091439_T001,Misin18G238700.1.v7.1,1,37.7,100
Ag00001aa091530_T001,Misin18G246600.1.v7.1,2,77.4,100
Ag00001aa091569_T002,Misin01G271400.1.v7.1,1,37,100
Ag00001aa091570_T001,Misin05G011400.1.v7.1,2,87.8,100
Ag00001aa091612_T001,Misin18G251900.1.v7.1,8,322.59999999999997,100
Ag00001aa091655_T001,Misin18G256500.1.v7.1,4,175.9,100
Ag00001aa091692_T002,Misin18G258100.1.v7.1,5,204.4,100
Ag00001aa091749_T001,Misin19G224000.1.v7.1,2,68.9,100
Ag00001aa091758_T002,Misin18G265700.1.v7.1,1,33.9,100
Ag00001aa091784_T001,Misin18G268000.1.v7.1,4,149.5,100
Ag00001aa091875_T001,Misin18G276300.1.v7.1,4,159.1,100
Ag00001aa091880_T001,Misin19G256900.1.v7.1,2,80.8,80
Ag00001aa091881_T001,Misin17G133400.1.v7.1,1,57.8,81.3
Ag00001aa091927_T001,Misin18G279400.1.v7.1,9,392.29999999999995,100
Ag00001aa091931_T001,Misin18G279800.1.v7.1,1,44.3,100
Ag00001aa091933_T002,Misin19G275200.1.v7.1,1,34.7,100
Ag00001aa091950_T002,Misin19G276400.1.v7.1,1,33.9,100
Ag00001aa091966_T001,Misin13G079000.1.v7.1,1,38.9,95.5
Ag00001aa091993_T003,MisinT408100.1.v7.1,1,33.5,100
Ag00001aa092024_T001,Misin07G152000.1.v7.1,1,40.8,100
Ag00001aa092045_T001,Misin07G149700.1.v7.1,2,88.19999999999999,100
Ag00001aa092162_T002,Misin13G055000.1.v7.1,1,40,100
Ag00001aa092186_T003,Misin07G138900.1.v7.1,2,97.9,97.5
Ag00001aa092188_T001,Misin07G138700.1.v7.1,3,106.7,100
Ag00001aa092197_T003,Misin13G051000.1.v7.1,1,49.3,100
Ag00001aa092232_T002,Misin07G136900.1.v7.1,6,264.59999999999997,100
Ag00001aa092237_T001,Misin07G136300.1.v7.1,1,42.4,100
Ag00001aa092263_T001,Misin07G134800.1.v7.1,2,77,100
Ag00001aa092307_T001,Misin07G132900.1.v7.1,7,386.2,100
Ag00001aa092319_T001,Misin07G125400.1.v7.1,6,284.1,100
Ag00001aa092322_T002,Misin07G125700.1.v7.1,3,151.39999999999998,100
Ag00001aa092341_T001,Misin13G046100.1.v7.1,1,33.1,100
Ag00001aa092370_T003,Misin13G043600.1.v7.1,2,79.7,100
Ag00001aa092530_T001,Misin07G165100.1.v7.1,3,127.39999999999999,100
Ag00001aa092548_T001,Misin07G166500.1.v7.1,9,365.8,88.2
Ag00001aa092583_T001,Misin07G167900.1.v7.1,2,66.2,100
Ag00001aa092591_T001,Misin13G027300.1.v7.1,2,90.80000000000001,100
Ag00001aa092611_T001,Misin13G025800.1.v7.1,2,100.5,100
Ag00001aa092668_T001,Misin13G019600.1.v7.1,5,205.7,100
Ag00001aa092670_T002,Misin07G175400.1.v7.1,1,33.1,100
Ag00001aa092718_T001,MisinT051400.1.v7.1,2,69.69999999999999,100
Ag00001aa092719_T001,MisinT051500.1.v7.1,1,34.7,100
Ag00001aa092730_T001,MisinT288600.1.v7.1,1,42.4,100
Ag00001aa092808_T001,Misin07G185600.1.v7.1,1,44.3,100
Ag00001aa092812_T001,Misin02G282500.1.v7.1,2,80,88.9
Ag00001aa092837_T001,Misin07G187400.1.v7.1,1,38.5,100
Ag00001aa092860_T001,Misin13G016100.1.v7.1,2,66.2,100
Ag00001aa092929_T001,MisinT325200.1.v7.1,1,46.6,91.7
Ag00001aa092934_T001,Misin07G213000.1.v7.1,3,104.39999999999999,100
Ag00001aa092935_T004,Misin07G212900.1.v7.1,8,311.1,100
Ag00001aa092941_T001,Misin07G214300.1.v7.1,1,49.3,95.5
Ag00001aa093002_T001,Misin07G209000.1.v7.1,4,145.1,100
Ag00001aa093104_T001,Misin07G197500.1.v7.1,1,40.4,100
Ag00001aa093196_T001,Misin07G166500.1.v7.1,6,231.8,95.2
Ag00001aa093288_T002,MisinT378900.1.v7.1,1,46.2,100
Ag00001aa093308_T002,Misin07G211100.1.v7.1,4,164.8,100
Ag00001aa093337_T003,Misin07G212900.1.v7.1,7,272.6,100
Ag00001aa093374_T002,Misin13G010300.1.v7.1,1,33.9,100
Ag00001aa093375_T001,MisinT264500.1.v7.1,3,139.4,94.7
Ag00001aa093439_T001,Misin07G191300.1.v7.1,1,35.4,76.2
Ag00001aa093445_T001,Misin11G213200.1.v7.1,1,47.4,100
Ag00001aa093462_T001,Misin13G015600.1.v7.1,2,74,100
Ag00001aa093492_T001,Misin02G074000.1.v7.1,1,63.2,75
Ag00001aa093529_T001,Misin07G184600.1.v7.1,1,37.7,100
Ag00001aa093550_T001,Misin07G182200.1.v7.1,4,201.7,100
Ag00001aa093617_T001,MisinT051400.1.v7.1,2,69.69999999999999,100
Ag00001aa093678_T002,Misin07G173800.1.v7.1,5,210.60000000000002,100
Ag00001aa093725_T001,Misin13G025800.1.v7.1,2,100.5,100
Ag00001aa093773_T001,Misin13G030400.1.v7.1,3,189.60000000000002,92.9
Ag00001aa093774_T001,Misin07G166500.1.v7.1,8,328,94.4
Ag00001aa093839_T001,Misin07G122200.1.v7.1,6,224.5,100
Ag00001aa094004_T001,MisinT192500.1.v7.1,1,43.5,100
Ag00001aa094009_T001,Misin07G125700.1.v7.1,3,154.89999999999998,100
Ag00001aa094012_T001,Misin07G125400.1.v7.1,8,397,96.2
Ag00001aa094017_T001,Misin13G048400.1.v7.1,6,280.40000000000003,82.4
Ag00001aa094049_T002,Misin07G135400.1.v7.1,3,131.8,100
Ag00001aa094111_T001,Misin13G053900.1.v7.1,1,33.1,93.3
Ag00001aa094125_T002,Misin13G055000.1.v7.1,1,40,100
Ag00001aa094213_T001,Misin07G146500.1.v7.1,4,140.1,100
Ag00001aa094230_T001,Misin07G147400.1.v7.1,2,72.4,100
Ag00001aa094256_T001,Misin07G149800.1.v7.1,1,35,100
Ag00001aa094262_T001,Misin07G150400.1.v7.1,2,109.4,100
