orthogroup	protein_id	description
OG0021847	Td00001aa025859_T001	Pathogenesis-related protein 5
OG0020570	Td00001aa025862_T003	NADP-dependent oxidoreductase domain-containing protein
OG0012224	Td00001aa025863_T002	Protein indeterminate-domain 7
OG0015000	Td00001aa025864_T001	Heat stress transcription factor
OG0000043	Td00001aa025865_T001	Ribosomal protein S7 domain-containing protein
OG0017245	Td00001aa025866_T001	Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein
OG0001226	Td00001aa025867_T001	ATPase F1/V1/A1 complex alpha/beta subunit N-terminal domain-containing protein
OG0000092	Td00001aa025868_T001	ATPase subunit IV
OG0008889	Td00001aa025870_T001	DNA-directed RNA polymerase subunit 2 hybrid-binding domain-containing protein (Fragment)
OG0019950	Td00001aa025872_T001	Acireductone dioxygenase
OG0001060	Td00001aa025873_T001	"Transposon protein, putative, CACTA, En/Spm sub-class, expressed"
OG0012225	Td00001aa025874_T002	chlorophyllase
OG0012226	Td00001aa025875_T001	EGF-like domain-containing protein
OG0021848	Td00001aa025876_T001	EGF-like domain-containing protein
OG0023225	Td00001aa025878_T002	Alpha-ketoglutarate-dependent dioxygenase AlkB-like domain-containing protein
OG0012227	Td00001aa025879_T001	"IQ calmodulin-binding motif family protein, expressed"
OG0005439	Td00001aa025880_T001	NAB domain-containing protein
OG0001256	Td00001aa025881_T001	DUF295 domain-containing protein
OG0009467	Td00001aa025882_T001	Pentatricopeptide repeat-containing protein
OG0012228	Td00001aa025883_T001	Inositol polyphosphate-related phosphatase domain-containing protein
OG0019953	Td00001aa025884_T001	FLZ-type domain-containing protein
OG0019954	Td00001aa025885_T001	ADP-ribosylation factor-like protein 6-interacting protein 4
OG0023228	Td00001aa025886_T001	Proline-rich nuclear receptor coactivator
OG0001329	Td00001aa025887_T001	BTB domain-containing protein
OG0015002	Td00001aa025888_T001	"Short integuments 2, mitochondrial"
OG0003938	Td00001aa025889_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0032643	Td00001aa025891_T001	BTB/POZ and MATH domain-containing protein 1
OG0050433	Td00001aa025892_T001	DUF1677 domain-containing protein (Fragment)
OG0032643	Td00001aa025893_T001	BTB/POZ and MATH domain-containing protein 1
OG0032088	Td00001aa025894_T001	"BTB/POZ domain containing protein, expressed"
OG0009468	Td00001aa025896_T001	Calcium-transporting ATPase
OG0022231	Td00001aa025897_T001	Plant-specific domain TIGR01615 family protein
OG0000101	Td00001aa025900_T001	IBB domain-containing protein
OG0001661	Td00001aa025901_T001	"GDP-mannose 3,5-epimerase 1"
OG0013357	Td00001aa025904_T001	3-ketoacyl-CoA synthase
OG0015978	Td00001aa025905_T001	GH18 domain-containing protein
OG0023535	Td00001aa025907_T001	GH18 domain-containing protein
OG0003180	Td00001aa025909_T001	Flagellar attachment zone protein 1
OG0024610	Td00001aa025911_T005	acylaminoacyl-peptidase
OG0012229	Td00001aa025914_T002	"Ent-copalyl diphosphate synthase 1, chloroplastic"
OG0009469	Td00001aa025915_T001	Myosin-binding protein 1
OG0020339	Td00001aa025916_T001	DDE Tnp4 domain-containing protein
OG0024342	Td00001aa025917_T001	Tetrapyrrole methylase domain-containing protein
OG0022969	Td00001aa025918_T001	Glutathione S-transferase
OG0004051	Td00001aa025919_T001	Proteasome assembly chaperone 3
OG0021850	Td00001aa025923_T004	Protein DETOXIFICATION
OG0019842	Td00001aa025924_T001	Thaumatin-like protein isoform X1
OG0017673	Td00001aa025925_T001	Phospholipid/glycerol acyltransferase domain-containing protein
OG0019955	Td00001aa025926_T002	procollagen-proline 4-dioxygenase
OG0050443	Td00001aa025927_T001	S-adenosylmethionine decarboxylase proenzyme
OG0019956	Td00001aa025930_T001	Senescence regulator
OG0019957	Td00001aa025931_T001	Centromere protein O
OG0013358	Td00001aa025933_T002	Carbon catabolite repressor protein 4 homolog 1
OG0015979	Td00001aa025935_T002	Phospholipid-transporting ATPase
OG0012232	Td00001aa025938_T004	IQ domain-containing protein IQM2-like
OG0020572	Td00001aa025940_T004	Histone-lysine N-methyltransferase ATXR4
OG0022232	Td00001aa025941_T001	F-box/kelch-repeat protein At1g55270
OG0000503	Td00001aa025942_T003	Exonuclease domain-containing protein
OG0022233	Td00001aa025945_T001	Pectinesterase
OG0021852	Td00001aa025947_T006	Mannan synthase 7
OG0012234	Td00001aa025948_T001	Dof-type domain-containing protein
OG0020573	Td00001aa025950_T001	inorganic diphosphatase
OG0018453	Td00001aa025951_T003	"6-phosphofructokinase 5, chloroplastic"
OG0022968	Td00001aa025952_T002	RIN4 pathogenic type III effector avirulence factor Avr cleavage site domain-containing protein
OG0019960	Td00001aa025955_T002	Serine/threonine-protein kinase NAK
OG0000044	Td00001aa025956_T001	Peptidase A2 domain-containing protein
OG0009470	Td00001aa025957_T003	Homeobox-leucine zipper protein
OG0021854	Td00001aa025959_T001	Sucrose transporter
OG0017675	Td00001aa025960_T001	F-box/kelch-repeat protein SKIP11
OG0018454	Td00001aa025961_T001	Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein
OG0017676	Td00001aa025962_T001	Protein TAPETUM DETERMINANT 1
OG0023233	Td00001aa025963_T001	Monooxygenase
OG0020819	Td00001aa025964_T001	Cyclin-like domain-containing protein
OG0015004	Td00001aa025965_T001	Tyrosine decarboxylase
OG0015005	Td00001aa025968_T002	"Endonuclease/Exonuclease/phosphatase family protein, expressed"
OG0024611	Td00001aa025970_T002	Colon cancer-associated protein Mic1-like protein
OG0025928	Td00001aa025971_T001	IMS import disulfide relay-system CHCH-CHCH-like Cx9C domain-containing protein
OG0000198	Td00001aa025972_T001	Transposase MuDR plant domain-containing protein
OG0000410	Td00001aa025973_T001	Cystathionine gamma-synthase
OG0026227	Td00001aa025974_T001	Dirigent protein (Fragment)
OG0009471	Td00001aa025978_T005	F-box/LRR-repeat protein 15
OG0019564	Td00001aa025981_T001	Stress enhanced protein 1
OG0021855	Td00001aa025982_T003	Subtilisin-like protease
OG0021856	Td00001aa025983_T002	Calcineurin-like phosphoesterase domain-containing protein
OG0005440	Td00001aa025984_T001	GDSL esterase/lipase
OG0021857	Td00001aa025987_T001	SPX domain-containing protein
OG0003724	Td00001aa025993_T003	HTH TFE/IIEalpha-type domain-containing protein
OG0018456	Td00001aa025996_T002	Protein PHYTOCHROME-DEPENDENT LATE-FLOWERING-like isoform X2
OG0000029	Td00001aa025999_T001	Reverse transcriptase Ty1/copia-type domain-containing protein
OG0000316	Td00001aa026000_T001	alanine transaminase
OG0020903	Td00001aa026001_T001	Organic cation/carnitine transporter 7
OG0000963	Td00001aa026004_T001	No apical meristem-associated C-terminal domain-containing protein
OG0018615	Td00001aa026005_T002	G-type lectin S-receptor-like serine/threonine-protein kinase LECRK4
OG0020576	Td00001aa026008_T003	Pumilio homolog 23
OG0020904	Td00001aa026009_T003	Protein STRUBBELIG-RECEPTOR FAMILY 7
OG0023714	Td00001aa026011_T001	Red chlorophyll catabolite reductase
OG0010604	Td00001aa026012_T001	Red chlorophyll catabolite reductase
OG0023715	Td00001aa026014_T001	Fe2OG dioxygenase domain-containing protein
OG0018457	Td00001aa026015_T001	Hydroxyphenylpyruvate reductase
OG0020271	Td00001aa026017_T001	Tryptamine hydroxycinnamoyl transferase
OG0000223	Td00001aa026019_T001	Transposase Tnp1/En/Spm-like domain-containing protein
OG0050456	Td00001aa026020_T001	40S ribosomal protein S7
OG0020905	Td00001aa026021_T001	NAD(P)H-hydrate epimerase
OG0000801	Td00001aa026022_T001	Chromo domain-containing protein
OG0015982	Td00001aa026023_T002	Homeobox-leucine zipper protein
OG0029695	Td00001aa026026_T001	Arabinogalactan protein
OG0022483	Td00001aa026027_T001	Pterin-binding domain-containing protein
OG0015984	Td00001aa026028_T001	SEC1 family transport protein SLY1
OG0018458	Td00001aa026029_T001	Outer arm dynein light chain 1 protein
OG0023536	Td00001aa026030_T001	AB hydrolase-1 domain-containing protein
OG0020915	Td00001aa026031_T002	Calmodulin-binding transcription activator 2
OG0004180	Td00001aa026032_T001	Leucine-rich repeat extensin-like protein 5
OG0026870	Td00001aa026033_T001	AP domain DRE binding factor
OG0020578	Td00001aa026034_T001	Pollen-specific protein C13
OG0026869	Td00001aa026035_T005	S-acyltransferase
OG0050458	Td00001aa026039_T001	inositol-3-phosphate synthase
OG0013360	Td00001aa026040_T001	inositol-3-phosphate synthase
OG0018818	Td00001aa026041_T001	Chitin-inducible gibberellin-responsive protein 2
OG0010754	Td00001aa026042_T001	Omega-hydroxypalmitate O-feruloyl transferase
OG0010294	Td00001aa026043_T001	acetyl-CoA carboxylase
OG0023719	Td00001aa026044_T001	Glycosyl hydrolase family 95 N-terminal domain-containing protein
OG0050459	Td00001aa026047_T001	Transcription initiation factor IIF subunit alpha
OG0018459	Td00001aa026048_T001	GH10 domain-containing protein
OG0018256	Td00001aa026049_T001	"Mannitol transporter, putative, expressed"
OG0007696	Td00001aa026050_T001	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain-containing protein
OG0004493	Td00001aa026051_T002	Peptidase M3A/M3B catalytic domain-containing protein
OG0010084	Td00001aa026052_T001	Probable serine/threonine-protein kinase At1g54610
OG0012841	Td00001aa026053_T001	Mediator of RNA polymerase II transcription subunit 8
OG0012840	Td00001aa026054_T001	Secreted protein (Fragment)
OG0002958	Td00001aa026055_T001	Regulator of Vps4 activity in the MVB pathway protein
OG0022733	Td00001aa026056_T001	TIM-barrel signal transduction protein
OG0002957	Td00001aa026057_T001	Oryzain alpha chain
OG0015558	Td00001aa026058_T001	Glycosyltransferases
OG0020322	Td00001aa026059_T002	EH domain-containing protein 1
OG0003234	Td00001aa026060_T001	Phenolic glucoside malonyltransferase 2
OG0012837	Td00001aa026061_T001	Polysaccharide biosynthesis domain-containing protein
OG0032947	Td00001aa026062_T001	"Retrotransposon protein, putative, LINE subclass"
OG0012838	Td00001aa026063_T002	U1 small nuclear ribonucleoprotein A isoform X2
OG0050460	Td00001aa026065_T001	Nucleoplasmin-like domain-containing protein
OG0012834	Td00001aa026066_T001	DUF547 domain-containing protein
OG0020318	Td00001aa026068_T001	Taxane 13-alpha-hydroxylase
OG0005861	Td00001aa026069_T001	Tyrosine-sulfated glycopeptide receptor 1
OG0020319	Td00001aa026073_T001	Tyrosine-sulfated glycopeptide receptor 1
OG0023942	Td00001aa026075_T001	Polcalcin Jun o 2
OG0018132	Td00001aa026076_T004	IAA-amino acid hydrolase ILR1-like 6
OG0012835	Td00001aa026077_T001	Thaumatin-like protein isoform X2
OG0007694	Td00001aa026080_T001	"Oxygen-evolving enhancer protein 1, chloroplastic"
OG0015556	Td00001aa026081_T003	DNA repair protein REV1
OG0000131	Td00001aa026082_T001	Chaperone DnaJ-domain superfamily protein
OG0005862	Td00001aa026083_T003	"Cadmium/zinc-transporting ATPase HMA1, chloroplastic"
OG0004492	Td00001aa026085_T001	Expansin-like EG45 domain-containing protein
OG0015557	Td00001aa026086_T001	Beta-glucosidase 1
OG0012836	Td00001aa026087_T004	Probable 2-oxoglutarate-dependent dioxygenase At3g50210
OG0017019	Td00001aa026088_T001	RNA polymerase I-specific transcription initiation factor RRN3
OG0000636	Td00001aa026089_T001	FBD domain-containing protein
OG0000636	Td00001aa026090_T001	FBD domain-containing protein
OG0000636	Td00001aa026091_T001	FBD domain-containing protein
OG0000636	Td00001aa026092_T001	FBD domain-containing protein
OG0000636	Td00001aa026093_T001	FBD domain-containing protein
OG0000636	Td00001aa026094_T001	FBD domain-containing protein
OG0000636	Td00001aa026095_T001	FBD domain-containing protein
OG0000636	Td00001aa026096_T001	FBD domain-containing protein
OG0000636	Td00001aa026097_T001	FBD domain-containing protein
OG0000636	Td00001aa026098_T001	FBD domain-containing protein
OG0018131	Td00001aa026099_T001	Probable receptor-like serine/threonine-protein kinase At5g57670
OG0010083	Td00001aa026100_T001	OB domain-containing protein
OG0020317	Td00001aa026101_T001	Cytoplasmic 60S subunit biogenesis factor REI1 homolog 1
OG0012833	Td00001aa026102_T001	Cytoplasmic 60S subunit biogenesis factor REI1 homolog 1
OG0007692	Td00001aa026103_T002	C2H2-type domain-containing protein
OG0012832	Td00001aa026104_T002	Adagio-like protein 1
OG0015555	Td00001aa026105_T002	ARM repeat superfamily protein
OG0015554	Td00001aa026106_T003	GDSL esterase/lipase
OG0018130	Td00001aa026107_T001	DYW domain-containing protein
OG0007691	Td00001aa026108_T001	MYB-CC type transcription factor LHEQLE-containing domain-containing protein
OG0025834	Td00001aa026109_T001	Pentatricopeptide repeat-containing protein
OG0018129	Td00001aa026111_T001	La-related protein 6
OG0015553	Td00001aa026112_T002	Peroxidase
OG0017238	Td00001aa026113_T001	Peroxidase
OG0010082	Td00001aa026114_T002	Peroxidase
OG0010082	Td00001aa026115_T003	Peroxidase
OG0019390	Td00001aa026116_T001	Peroxidase
OG0015552	Td00001aa026117_T002	RING-type E3 ubiquitin transferase
OG0015551	Td00001aa026118_T001	Neurofilament triplet H1 protein
OG0007690	Td00001aa026119_T002	ABC transporter domain-containing protein
OG0021327	Td00001aa026120_T001	RING-H2 finger protein ATL43
OG0018128	Td00001aa026121_T001	Xyloglucan endotransglucosylase/hydrolase
OG0012830	Td00001aa026122_T001	Xyloglucan endotransglucosylase/hydrolase
OG0015550	Td00001aa026123_T002	Xyloglucan endotransglucosylase/hydrolase
OG0021328	Td00001aa026124_T002	Xyloglucan endotransglucosylase/hydrolase
OG0020339	Td00001aa026125_T001	DDE Tnp4 domain-containing protein
OG0020315	Td00001aa026126_T001	Methyltransferase (Fragment)
OG0015549	Td00001aa026127_T001	Cell Division Protein AAA ATPase family
OG0016194	Td00001aa026128_T001	Aminotransferase-like plant mobile domain-containing protein
OG0000125	Td00001aa026129_T001	DUF659 domain-containing protein
OG0010081	Td00001aa026130_T001	AAA+ ATPase domain-containing protein
OG0003557	Td00001aa026131_T002	U3 small nucleolar ribonucleoprotein IMP4
OG0002955	Td00001aa026132_T001	Homeobox-leucine zipper protein HAT9
OG0002955	Td00001aa026133_T001	Homeobox-leucine zipper protein HAT9
OG0000033	Td00001aa026134_T001	Transposase Tnp1/En/Spm-like domain-containing protein
OG0007689	Td00001aa026135_T001	E3 ubiquitin protein ligase
OG0018122	Td00001aa026136_T002	Protein ENHANCED DISEASE RESISTANCE 2 C-terminal domain-containing protein
OG0018123	Td00001aa026137_T001	Exocyst subunit Exo70 family protein (Fragment)
OG0012823	Td00001aa026138_T001	Oligopeptide transporter-like protein
OG0018125	Td00001aa026139_T002	Disease resistance protein RPM1
OG0018125	Td00001aa026141_T002	Disease resistance protein RPM1
OG0000443	Td00001aa026142_T002	Disease resistance protein RPM1
OG0000443	Td00001aa026143_T003	"NB-ARC domain containing protein, expressed"
OG0000443	Td00001aa026144_T002	Disease resistance protein RPM1
OG0020310	Td00001aa026145_T003	Serrate RNA effector molecule
OG0005859	Td00001aa026146_T003	GATA transcription factor 24
OG0021538	Td00001aa026147_T001	NB-ARC domain-containing protein
OG0000867	Td00001aa026149_T004	Mitogen-activated protein kinase
OG0012824	Td00001aa026150_T001	Macrophage migration inhibitory factor
OG0020311	Td00001aa026151_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0012826	Td00001aa026152_T001	Protein CHLOROPLAST IMPORT APPARATUS 2
OG0007688	Td00001aa026153_T002	aminodeoxychorismate synthase
OG0018127	Td00001aa026154_T003	Subtilisin-like protease
OG0010076	Td00001aa026155_T001	Pentatricopeptide repeat-containing protein
OG0022800	Td00001aa026157_T001	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
OG0022074	Td00001aa026158_T003	Heavy metal transporting P1B-ATPase 2
OG0000182	Td00001aa026160_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0015547	Td00001aa026161_T001	RUB1 conjugating enzyme 1
OG0000036	Td00001aa026162_T001	BED-type domain-containing protein
OG0000708	Td00001aa026163_T002	ATP-dependent RNA helicase
OG0021517	Td00001aa026164_T002	UDP-sugar pyrophosphorylase
OG0022075	Td00001aa026165_T001	60S acidic ribosomal protein P3
OG0012827	Td00001aa026167_T001	HKT24 transporter
OG0050466	Td00001aa026168_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0012828	Td00001aa026169_T001	Protein MIZU-KUSSEI
OG0010078	Td00001aa026170_T001	Auxin-responsive protein SAUR22
OG0010079	Td00001aa026172_T001	ARM repeat superfamily protein
OG0014425	Td00001aa026173_T001	Anaphase-promoting complex subunit 2
OG0025905	Td00001aa026175_T001	Disease resistance protein RGA3
OG0014425	Td00001aa026176_T002	Anaphase-promoting complex subunit 2
OG0025905	Td00001aa026177_T001	Disease resistance protein RGA3
OG0002185	Td00001aa026178_T002	"Rhomboid-like protein 14, mitochondrial"
OG0022801	Td00001aa026179_T001	L-arabinokinase
OG0015548	Td00001aa026180_T002	Auxin response factor
OG0023393	Td00001aa026181_T002	Putative gamma-glutamylcyclotransferase
OG0026346	Td00001aa026182_T005	Terpene cyclase/mutase family member
OG0027918	Td00001aa026184_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0012829	Td00001aa026186_T002	3-phosphoinositide-dependent protein kinase-1
OG0007509	Td00001aa026187_T001	Probable serine/threonine-protein kinase PBL17 isoform X2
OG0012610	Td00001aa026188_T001	Squamosa promoter-binding-like protein 11
OG0050467	Td00001aa026189_T001	C2H2-type domain-containing protein
OG0012610	Td00001aa026190_T002	SBP-type domain-containing protein
OG0001533	Td00001aa026191_T001	C2H2-type domain-containing protein
OG0021657	Td00001aa026192_T001	Glutaredoxin domain-containing protein
OG0001533	Td00001aa026193_T001	Nucleoplasmin-like domain-containing protein
OG0021657	Td00001aa026194_T001	Glutaredoxin domain-containing protein
OG0050468	Td00001aa026195_T001	Nucleoplasmin-like domain-containing protein
